period,place,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
1/3/2021,Italy,11825,2141201,364,74985
1/4/2021,Italy,14245,2155446,347,75332
1/5/2021,Italy,10798,2166244,348,75680
1/6/2021,Italy,15375,2181619,649,76329
1/7/2021,Italy,20326,2201945,548,76877
1/8/2021,Italy,18416,2220361,414,77291
1/9/2021,Italy,17529,2237890,620,77911
1/10/2021,Italy,19976,2257866,483,78394
1/11/2021,Italy,18625,2276491,361,78755
1/12/2021,Italy,12530,2289021,448,79203
1/13/2021,Italy,14242,2303263,616,79819
1/14/2021,Italy,15773,2319036,507,80326
1/15/2021,Italy,17243,2336279,522,80848
1/16/2021,Italy,16144,2352423,477,81325
1/17/2021,Italy,16310,2368733,475,81800
1/18/2021,Italy,12544,2381277,377,82177
1/19/2021,Italy,8825,2390102,377,82554
1/20/2021,Italy,10496,2400598,603,83157
1/21/2021,Italy,13568,2414166,524,83681
1/22/2021,Italy,14055,2428221,521,84202
1/23/2021,Italy,13633,2441854,472,84674
1/24/2021,Italy,13331,2455185,488,85162
1/25/2021,Italy,11628,2466813,299,85461
1/26/2021,Italy,8559,2475372,420,85881
1/27/2021,Italy,10584,2485956,541,86422
1/28/2021,Italy,15191,2501147,467,86889
1/29/2021,Italy,14360,2515507,492,87381
1/30/2021,Italy,13563,2529070,477,87858
1/31/2021,Italy,12713,2541783,421,88279
